s,songName,artistName,genre,lyrics
16.5,Intentions,"['Justin Bieber', 'Quavo']","['canadian pop', 'pop', 'post-teen pop', 'atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']","
Picture perfect, you don't need no filter
Gorgeous, make 'em drop dead, you a killer
Shower you with all my attention
Yeah, these are my only intentions
Stay in the kitchen cookin' up, got your own bread
Heart full of equity, you're an asset
Make sure that you don't need no mentions
Yeah, these are my only intentions


Shout-out to your mom and dad for makin' you
Standin' ovation, they did a great job raisin' you
When I create, you're my muse
That kind of smile that makes the news
Can't nobody throw shade on your name in these streets
Triple threat, you a boss, you a bae, you a beast
You make it easy to choose
You got a mean touch, I can't refuse (No, I can't refuse it)


Picture perfect, you don't need no filter
Gorgeous, make 'em drop dead, you a killer
Shower you with all my attention
Yeah, these are my only intentions
Stay in the kitchen cookin' up, got your own bread
Heart full of equity, you're an asset
Make sure that you don't need no mentions
Yeah, these are my only intentions


Already pass, you don't need no approval
Good everywhere, don't worry 'bout no refusal
Second to none, you got the upper hand now
Don't need a sponsor, nope, you're the brand now
You're my rock, my Colorado
Get that ring, just like Toronto
Love you now, a little more tomorrow
This how I feel, act like you know that you are


Picture perfect, you don't need no filter
Gorgeous, make 'em drop dead, you a killer
Shower you with all my attention
Yeah, these are my only intentions
Stay in the kitchen cookin' up, got your own bread (Whip it)
Heart full of equity, you're an asset (Asset)
Make sure that you don't need no mentions (Yeah, yeah)
Yeah, these are my only intentions (Quavo)


No cap, no pretendin', you don't need mentions (No cap)
Got 'em sayin' ""goals,"" they don't wanna be independent ('Pendent)
Tell them to mind your business (Woo), we in our feelings
It's fifty-fifty percentage (Fifty), attention, we need commitment (Oh)
We gotta both admit it (Both), it's funny, we both listen (Both)
It's a blessing (Blessing) 'cause we both get it (Both)
You the best thing (Woo), and I don't need a witness (Best thing)
I'ma find me a ring and pray it's perfect fitted (Perfect, perfect)


Picture perfect, you don't need no filter (No filter)
Gorgeous, make 'em drop dead, you a killer (Oh-oh)
Shower you with all my attention (I will)
Yeah, these are my only intentions (Yeah)
Stay in the kitchen cookin' up, got your own bread (You do)
Heart full of equity, you're an asset (Uh-huh)
Make sure that you don't need no mentions (No mentions)
Yeah, these are my only intentions


Only intentions
That's all I plan to do"
19,Stuck with U,"['Ariana Grande', 'Justin Bieber']","['dance pop', 'pop', 'post-teen pop', 'canadian pop', 'pop', 'post-teen pop']","
Mmm
Hey, yeah
(That's just for fun)
(What?)
(I'm stuck with you)
Ah


I'm not one to stick around
One strike and you're out, baby
Don't care if I sound crazy
But you never let me down, no, no
That's why when the sun's up, I'm stayin'
Still layin' in your bed, singin'


Ooh, ooh, ooh, ooh
Got all this time on my hands
Might as well cancel our plans, yeah
I could stay here for a lifetime


So, lock the door and throw out the key
Can't fight this no more, it's just you and me
And there's nothin' I, nothin' I, I can do
I'm stuck with you, stuck with you, stuck with you
So, go ahead and drive me insane
Baby, run your mouth, I still wouldn't change
Being stuck with you, stuck with you, stuck with you
I'm stuck with you, stuck with you, stuck with you, baby


There's nowhere we need to be, no, no, no
I'ma get to know you better
Kinda hope we're here forever
There's nobody on these streets
If you told me that the world's endin'
Ain't no other way that I can spend it


Oh, oh, oh, oh (Ooh)
Got all this time in my hands
Might as well cancel our plans (Yeah, yeah)
I could stay here forever


So, lock the door and throw out the key
Can't fight this no more, it's just you and me
And there's nothin' I, nothin' I, I can do
I'm stuck with you, stuck with you, stuck with you
So, go ahead and drive me insane
Baby, run your mouth, I still wouldn't change
Being stuck with you, stuck with you, stuck with you
I'm stuck with you, stuck with you, stuck with you


Woah
Baby, come take all my time
Go on, make me lose my mind
We got all that we need here tonight


I lock the door (Lock the door) and throw out the key
Can't fight this no more (Can't fight this no more), it's just you and me
And there's nothin' I, nothin' I'd rather do
I'm stuck with you, stuck with you, stuck with you
So, go ahead and drive me insane
Baby, run your mouth, I still wouldn't change
All this lovin' you, hatin' you, wantin' you
I'm stuck with you, stuck with you, stuck with
You, oh, oh


Stuck with you, stuck with you, stuck with you"
19.5,Sunday Best,['Surfaces'],"['bedroom soul', 'pop']","
Good, feeling good


Ayy, feeling good, like I should
Went and took a walk around the neighborhood
Feeling blessed, never stressed
Got that sunshine on my Sunday best (Yeah, ayy, ayy)


Every day can be a better day, despite the challenge
All you gotta do is leave it better than you found it
It's gonna get difficult to stand, but hold your balance
I just say whatever 'cause there is no way around it 'cause


Everyone falls down sometimes
But you just gotta know it'll all be fine
It's okay, uh-huh-huh, uh
It's okay, it's okay


Ayy, feeling good like I should
Went and took a walk around the neighborhood
Feeling blessed, never stressed
Got that sunshine on my Sunday best (Ayy)


Some days you wake up and nothing works, you feel surrounded
Gotta give your feet some gravity to get you grounded
Keep good things inside your ears just like the waves and sound did
And just say whatever 'cause there is no way around it


Everyone falls down sometimes
But you just gotta know it'll all be fine
It's okay, uh-huh-huh, uh
It's okay, it's okay


Ayy, feeling good, like I should
Went and took a walk around the neighborhood
Feeling blessed, never stressed
Got that sunshine on my Sunday best
Ayy, feeling good, like I should
Went and took a walk around the neighborhood
Feeling blessed, never stressed
Got that sunshine on my Sunday best"
21.25,Blueberry Faygo,['Lil Mosey'],"['melodic rap', 'rap conscient', 'trap', 'vapor trap']","
Damn, Callan (Damn, Callan)


One bad bitch and she do what I say so (Yeah)
Two big 40's and a big ass Draco (Boom, boom)
Three more millions when you ask how my day go (Yeah)
Poured up a four, now that's blueberry Faygo (Lean)
One false move and we straight to shootin' shit
Two small bands just to take you out real quick (Bands)
Three more hoes, pull up, I'm fucking shit (Yeah)
That's how it go, big bands, I'm thumbin' shit
Ayy, one bad bitch and she do what I say so (Yeah)
Two big 40's and a big ass Draco (Boom, boom)
Three more millions when you ask how my day go (Yeah)
Poured up a four, now that's blueberry Faygo (Lean)
One false move and we straight to shootin' shit
Two small bands just to take you out real quick (Bands)
Three more hoes, pull up, I'm fucking shit (Yeah)
That's how it go, big bands, I'm thumbin' shit


I'm with my niggas, yeah, we some rockstars
And I'm with my nigga, yeah, KK Wokhardt (KK Wokhardt)
This not my dick, lil' bitch, my Glock hard (Lil' bitch)
Straight to the cash (Cash), I'm a trapstar
Straight to the bag (Bag), I'm that nigga, huh?
Got me some gas, rollin' up some
Pfft, pfft, cash, yeah, I got me some
I ain't fucked since yesterday, I'ma fuck somethin'


One bad bitch and she do what I say so (Yeah)
Two big 40's and a big ass Draco (Boom, boom)
Three more millions when you ask how my day go (Yeah)
Poured up a four, now that's blueberry Faygo (Lean)
One false move and we straight to shootin' shit
Two small bands just to take you out real quick (Bands)
Three more hoes, pull up, I'm fucking shit (Yeah)
That's how it go, big bands, I'm thumbin' shit


Three-oh clip in my nina (Boom, boom)
On my toes, Gucci, Valentino
She on go, your bitch for the team, uh (Lil' bitch)
'Cause you know your bitch want a winner (Winner)
I just went back to my city (To my city)
And you know they all fuckin' with me (Yeah, they is)
But it ain't safe, poles with me (Poles)
I'ma chase bands 'til they end me


One bad bitch and she do what I say so (Yeah)
Two big 40's and a big ass Draco (Boom, boom)
Three more millions when you ask how my day go (Yeah)
Poured up a four, now that's blueberry Faygo (Lean)
One false move and we straight to shootin' shit
Two small bands just to take you out real quick (Bands)
Three more hoes, pull up, I'm fucking shit (Yeah)
That's how it go, big bands, I'm thumbin' shit
Ayy, one bad bitch and she do what I say so (Yeah)
Two big 40's and a big ass Draco (Boom, boom)
Three more millions when you ask how my day go (Yeah)
Poured up a four, now that's blueberry Faygo (Lean)
One false move and we straight to shootin' shit
Two small bands just to take you out real quick (Bands)
Three more hoes, pull up, I'm fucking shit (Yeah)
That's how it go, big bands, I'm thumbin' shit"
22,Someone You Loved,['Lewis Capaldi'],"['pop', 'uk pop']","
I'm going under, and this time, I fear there's no one to save me
This all or nothing really got a way of driving me crazy
I need somebody to heal, somebody to know
Somebody to have, somebody to hold
It's easy to say, but it's never the same
I guess I kinda liked the way you numbed all the pain


Now, the day bleeds into nightfall
And you're not here to get me through it all
I let my guard down and then you pulled the rug
I was getting kinda used to being someone you loved


I'm going under, and this time, I fear there's no one to turn to
This all or nothing way of loving got me sleeping without you
Now, I need somebody to know, somebody to heal
Somebody to have, just to know how it feels
It's easy to say, but it's never the same
I guess I kinda like the way you help me escape


Now, the day bleeds into nightfall
And you're not here to get me through it all
I let my guard down and then you pulled the rug
I was getting kinda used to being someone you loved


And I tend to close my eyes when it hurts sometimes
I fall into your arms
I'll be safe in your sound till I come back around


For now, the day bleeds into nightfall
And you're not here to get me through it all
I let my guard down and then you pulled the rug
I was getting kinda used to being someone you loved
But now the day bleeds into nightfall
And you're not here to get me through it all
I let my guard down and then you pulled the rug
I was getting kinda used to being someone you loved
I let my guard down and then you pulled the rug
I was getting kinda used to being someone you loved"
22.5,Die From A Broken Heart,['Maddie & Tae'],"['contemporary country', 'country', 'country pop']","
Hey mama, how do you get a red wine stain
Out of your favorite dress?
Black mascara off a pillowcase?
Cure a one-too-many headache?
Mama, can I come and maybe stay a few days
This weekend or next?
And hey, how do you get a red wine stain
Out of your favorite dress?


How does he sleep at night?
Mama, the nerve of this guy
To leave me so easy
Am I gonna be alright?
I wanna kick myself for falling so hard
Mama, can you die from a broken heart?


Can you ask Daddy if he's got time
To come and look at my front door?
It got slammed last night
And now it don't close right
And just promise that you won't tell him everything
And keep that pistol in the drawer
Mama, please don't say
I'm gonna laugh about this someday
You didn't see the way he drove away


How does he sleep at night?
Mama, the nerve of this guy
To leave me so easy
Am I gonna be alright?
I wanna kick myself for falling so hard
Mama, can you die from a broken heart?
Oh, a broken heart


Can your knees give out from prayin' so hard? (Prayin' so hard)
Can you go blind from crying in the dark? (In the dark)
Was it ever really real
If he don't feel like I feel?


How does he sleep at night?
Mama, the nerve of this guy
To leave me so easy
Am I gonna be alright?
How does he sleep at night?
Mama, the nerve of this guy
To leave me so easy
Am I gonna be alright?
I wanna kick myself for falling so hard
Mama, can you die from a broken heart?
A broken heart"
24,Hard To Forget,['Sam Hunt'],"['contemporary country', 'country pop']","
There stands the glass
That will ease all my pain
That will settle my brain
It's my first one today
There stands the glass
That-that will ease all my pain
That-that will settle my brain
It's-it's my first one today


Ayy
I saw your sister at work
I saw your mama at church
I'm pretty sure I saw your car at the mall
I see your face in the clouds
I smell your perfume in crowds
I swear your number's all my phone wants to call


It's kinda funny how I can't seem
To get away from you
It's almost like you don't want me to


You've got a cold heart and the cold hard truth
I got a bottle of whiskey, but I got no proof
That you showed up tonight
In that dress just to mess with my head
So much for so long
Out of sight, out of mind
Girl, you're lookin' so good
It's drivin' me out of mine
Oh, you're breakin' my heart
Baby, you're playin' hard to forget


Told me to leave all your things
Out on the porch, on the swing
You'd come and grab 'em by the end of the week
Well, it's just some jeans and a shirt
But it's a whole lot of hurt
I think I know why you've been dragging your feet


Ain't it funny how I can't seem
To get away from you?
It's almost like you don't want me to


You've got a cold heart and the cold hard truth
I got a bottle of whiskey, but I got no proof
That you showed up tonight
In that dress just to mess with my head
So much for so long
Out of sight, out of mind
Girl, you're lookin' so good
It's drivin' me out of mine
Oh, you're breakin' my heart
Baby, you're playin' hard to forget


There stands the glass
That-that will ease all my pain
That-that will settle my brain
It's-it's my first one today


You've got a cold heart and the cold hard truth
I got a bottle of whiskey, but I got no proof
That you showed up tonight
In that dress just to mess with my head
So much for so long
Out of sight, out of mind
Girl, you're lookin' so good
It's drivin' me out of mine
Oh, you're breakin' my heart
Baby, you're playin' hard to forget


Oh honey, I'm fallin' apart
And you're playin' hard to forget"
24.5,One Margarita,['Luke Bryan'],"['contemporary country', 'country', 'country road']","
Everybody here ain't from here
But we're here doin' our thing
Lettin' go a little, little by little
Sippin' on a frozen drink


Tiki bars tik'n, pourin' all weekend
Clouds ain't leakin' no rain
Two pieces shakin', white caps a-breakin'
We ain't feelin' no pain, it goes like


One margarita, two margarita, three margarita, shot
Don't worry 'bout tomorrow
Leave all your sorrow out here on the floatin' dock
When that sun lays down, we'll be on our way
One more barefoot round, one more last chance to say
""Hey, Señorita, don't you think we need a salt and a Buffett song?""
One margarita, two margarita, three margarita
We'll be gone


Ice blue skies, shades on the eyes
To tuck the bloodshot away
Hair of the dog, shouldn't take long
But who cares, we got all day
Palm trees a-leanin', sunburn screamin'
But we'll all be alright, after


One margarita, two margarita, three margarita, shot
Don't worry 'bout tomorrow
Leave all your sorrow out here on the floatin' dock
When that sun lays down, we'll be on our way
One more barefoot round, one more last chance to say
""Hey, Señorita, don't you think we need a salt and a Marley song?""
One margarita, two margarita, three margarita
We'll be gone


We'll be gone


Tiki bars tik'n, pourin' all weekend
Clouds ain't leakin' no rain
Two pieces shakin', white caps a-breakin'
We ain't feelin' no pain, feelin' no pain
It goes like


One margarita, two margarita, three margarita, shot
Don't worry 'bout tomorrow
Leave all your sorrow out here on the floatin' dock
When that sun lays down, we'll be on our way
One more barefoot round, one more last chance to say
""Hey, Señorita, don't you think we need a salt and a Chesney song?""
One margarita, two margarita, three margarita
We'll be gone


We'll be gone
We'll be gone"
26.5,TROLLZ,"['6ix9ine', 'Nicki Minaj']","['emo rap', 'dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'queens hip hop']","
(Sad Pony)


Watch, mhm, Glock, mhm, cocked, mhm, got it, mhm
You need that? I got it, this cash, my pockets
The 'Cat one hundred, you need that? I got it
Need it, got it, cash, pockets
Bands on me, sticks on me
You need that? I got it, this cash, my pockets
The 'Cat one hundred, you need that?


Yeah, she like how I throw them racks, yeah, yeah, yeah, yeah, yeah
Keep on throwin' that cash, yeah, yeah, yeah, yeah, yeah
Keep on throwin' that ass, yeah, yeah, yeah, yeah, yeah
Benz truck in the back, yeah, yeah, yeah, yeah, yeah


I know you don't like me, you wanna fight me
You don't want no problems at your party, don't invite me
I don't worry 'bout you niggas, please stop talking 'bout me
Always talking 'bout me 'cause you looking for the clouty
6ix-nina, the 9ine-nina
Riding in a two-seater with two ninas
Baby got that Aquafina, it's cocaina
Smoking on that OG reefer, no TMZ-a
Forgiatos on a Benz truck, make her friends fuck
Told her she could get Chanel if she let my friends fuck
Stars shining in the Rolls Royce, it got red guts
Wait, hold up, nah, I still don't give a fuck
Vroom, vroom, G5, vroom, vroom, we high
You the type of nigga that I never wanna be like
You a type of bitch that will never get a reply
Hi, hater, bye, hater, vroom


Yeah, she like how I throw them racks, yeah, yeah, yeah, yeah, yeah
Keep on throwin' that cash, yeah, yeah, yeah, yeah, yeah
Keep on throwin' that ass, yeah, yeah, yeah, yeah, yeah
Benz truck in the back, yeah, yeah, yeah, yeah, yeah


Dollar, dollar bill, come get her
Even your man know Nickis do it better
I know you don't like me, you wanna fight me
Always on my page, never double-tap like me
Baddies to my left and my right
Never chase a corny nigga, put that on my life
Just put it in his face, all this cake, he wanted a taste
We sippin' on that Ace, itty-bitty waist, pretty face
Yeah, eat it, Cookie Monster (Ooh)
He a slave to this pussy, call me master
Real wet, I said, ""Slurp it like it's pasta""
They get nervous when it's Nicki on the roster (Rrr)
Somebody usher this nigga into a clinic
My flow's still sick, I ain't talkin' a pandemic
I write my own lyrics, a lot of these bitches gimmicks
They study Nicki style, now all of them wan' mimic
Talkin' 'bout snitches when it's snitches in your camp
Never stand alone, you always itchin' for a stamp
Me, I'm still money, wrists light up like a lamp
They gon' have to send they best fighter for the champ
Racks, I got 'em, Mary, I'm poppin'
They keep hatin', but still watchin'
Check the boards, I'm still toppin'
Bustdown or plain jane, I got options
It's a bunch of mini-mes, I'm the one they mockin'
Showed you how to get a bag, now you goin' shoppin'
When I come out, all the sneak bitches start plottin' (Plottin')
When I come out, it's a sweep, bitches start moppin'


Yeah, she like how I throw them racks, yeah, yeah, yeah, yeah, yeah
Keep on throwin' that cash, yeah, yeah, yeah, yeah, yeah
Keep on throwin' that ass, yeah, yeah, yeah, yeah, yeah
Benz truck in the back, yeah, yeah, yeah, yeah, yeah


Watch, mhm, Glock, mhm, cocked, mhm, got it, mhm
If he like, I throw it fast, real fast, fast, fast
He singin' my old song, yellin', ""Ass, ass, ass""
They be speedin', tryna beat me, then they crash, crash, crash
Still a hundred like the number on my dash, dash, dash


That real ass ain't keep your nigga home"
26.66666667,GOOBA,['6ix9ine'],['emo rap'],"
I tell a nigga don't dick ride, don't blick ride
Leave it to the double thick thighs, twin sisters
Drop it down and wobble, wobble up, mami booted up
She get down and gobble, gobble up 'cause my money up
Slide, slide in the Bentley truck-a, the Wraith truck-a
Your bestie is a dick sucker, I big dub her
As-salama-lama alaykum, you big hater
You nothin' but a hater, hater, clout chaser


Now we catch him at the chicken spot, up a couple chops
Pop that nigga with a hundred shots, ra-ta-ta-ta-ta
DayDay made that nigga Diddy Bop, cha-cha-cha-cha-cha
He thought we was gon' knuckle up, bitch, I don't box
And these niggas always talkin' shit, yadda-yadda-ya
When you see me, what you talkin' 'bout, fuck you talkin' 'bout?
Niggas always wanna chase clout, bitch, I am clout
Tell 'em get up out my face now 'fore I grrt
Are you dumb, stupid, or dumb, huh?
Play me like a dummy, like bitch, are you dumb?
Are you dumb, stupid, or dumb, huh?
Yeah, you got some money, but you still fuckin' ugly
Stupid, listen
When I talk, you better listen
We can make him dance, bachata
Slide over, do the cha-cha
Grrt, bah-bah
Make a nigga go adios
Dímelo, mami
Fresca, you nasty
Flame up, light it
They see me and get excited
Two step, spin around, so fly, pilot
They sick, been hot way before Coronavirus
Nigga, who did that? Nigga, who did what?
Nigga, that's my shit, don't bite it


I tell a nigga don't dick ride, don't blick ride
Leave it to the double thick thighs, twin sisters
Drop it down and wobble, wobble up, mami booted up
She get down and gobble, gobble up 'cause my money up
Slide, slide in the Bentley truck-a, the Wraith truck-a
Your bestie is a dick sucker, I big dub her
As-salama-lama alaykum, you big hater
You nothin' but a hater, hater, clout chaser


You're mad I'm back, big mad
He's mad, she's mad, big sad
Haha, don't care, stay mad
Ah-hah, ah-hah, ah-hah
Haha, bitch, I'm laughin' 'cause you big mad
See it in your face, cry baby, bitch, you big sad
Niggas tweetin' bout me, got me trendin', bitch, you big sad
Tell me how I ratted, came home to a big bag


(Jah, ayy, you know that boy)"
